var1,var2,type,relationship,test,effect,effect_name,p_value,n,notes,adjusted_p,significant
limit_bal,education,num_num,linear,pearsonr,-0.2251686128391719,r,1.389166598706065e-239,21000,,2.798613001772802e-239,True
limit_bal,marriage,num_num,linear,pearsonr,-0.1081281189736362,r,1.2049736572020558e-55,21000,,1.911337525217054e-55,True
limit_bal,age,num_num,linear,pearsonr,0.1474399976475187,r,2.278788605862099e-102,21000,,3.9556330516851534e-102,True
limit_bal,pay_0,num_num,monotonic,spearmanr,-0.2918144996643581,rho,0.0,21000,,0.0,True
limit_bal,pay_2,num_num,monotonic,spearmanr,-0.3413805361183569,rho,0.0,21000,,0.0,True
limit_bal,pay_3,num_num,monotonic,spearmanr,-0.3291339060955267,rho,0.0,21000,,0.0,True
limit_bal,pay_4,num_num,monotonic,spearmanr,-0.3060502773588399,rho,0.0,21000,,0.0,True
limit_bal,pay_5,num_num,monotonic,spearmanr,-0.2796320368610135,rho,0.0,21000,,0.0,True
limit_bal,pay_6,num_num,monotonic,spearmanr,-0.2649054235367805,rho,0.0,21000,,0.0,True
limit_bal,bill_amt1,num_num,monotonic,spearmanr,0.0514745292334112,rho,8.401628453531964e-14,21000,,1.0886617151055501e-13,True
limit_bal,bill_amt2,num_num,monotonic,spearmanr,0.0470149307166542,rho,9.330183069583639e-12,21000,,1.1705138760023111e-11,True
limit_bal,bill_amt3,num_num,monotonic,spearmanr,0.059526800741263,rho,5.955711398514177e-18,21000,,8.177991771094094e-18,True
limit_bal,bill_amt4,num_num,monotonic,spearmanr,0.0728967446434194,rho,3.802034677316997e-26,21000,,5.381341389433289e-26,True
limit_bal,bill_amt5,num_num,monotonic,spearmanr,0.0802870776595404,rho,2.2197754309256382e-31,21000,,3.224515889134085e-31,True
limit_bal,bill_amt6,num_num,monotonic,spearmanr,0.0900247623868249,rho,4.784937814077583e-39,21000,,7.216627522871109e-39,True
limit_bal,pay_amt1,num_num,monotonic,spearmanr,0.2705473167038095,rho,0.0,21000,,0.0,True
limit_bal,pay_amt2,num_num,monotonic,spearmanr,0.274977349345681,rho,0.0,21000,,0.0,True
limit_bal,pay_amt3,num_num,monotonic,spearmanr,0.2825674498875843,rho,0.0,21000,,0.0,True
limit_bal,pay_amt4,num_num,monotonic,spearmanr,0.2785360160758737,rho,0.0,21000,,0.0,True
limit_bal,pay_amt5,num_num,monotonic,spearmanr,0.2947207401490819,rho,0.0,21000,,0.0,True
limit_bal,pay_amt6,num_num,monotonic,spearmanr,0.3148394612070812,rho,0.0,21000,,0.0,True
education,marriage,num_num,linear,pearsonr,-0.1429539304872758,r,2.747943470709091e-96,21000,,4.710760235501299e-96,True
education,age,num_num,linear,pearsonr,0.1698275356862376,r,1.1737513295758963e-135,21000,,2.1453997812115722e-135,True
education,pay_0,num_num,monotonic,spearmanr,0.1316799686319339,rho,7.310871016050636e-82,21000,,1.2155424098975756e-81,True
education,pay_2,num_num,monotonic,spearmanr,0.1706133750635777,rho,6.476251727083615e-137,21000,,1.191630317783385e-136,True
education,pay_3,num_num,monotonic,spearmanr,0.1643207239711045,rho,5.1883339880300675e-127,21000,,9.420922241423018e-127,True
education,pay_4,num_num,monotonic,spearmanr,0.1539791853591023,rho,1.3890067121294197e-111,21000,,2.4574734137674348e-111,True
education,pay_5,num_num,monotonic,spearmanr,0.1335585245252912,rho,3.509578851349562e-84,21000,,5.870568260439267e-84,True
education,pay_6,num_num,monotonic,spearmanr,0.1201102398813047,rho,2.517684909959649e-68,21000,,4.063631784496275e-68,True
education,bill_amt1,num_num,monotonic,spearmanr,0.0953039776209816,rho,1.4308689009651794e-43,21000,,2.206255959030109e-43,True
education,bill_amt2,num_num,monotonic,spearmanr,0.0943219905163366,rho,1.0394617859528076e-42,21000,,1.5938414051276383e-42,True
education,bill_amt3,num_num,monotonic,spearmanr,0.081017974171138,rho,6.329039848720665e-32,21000,,9.242407398131764e-32,True
education,bill_amt4,num_num,monotonic,spearmanr,0.0675355900713676,rho,1.1547415215997584e-22,21000,,1.601551055083082e-22,True
education,bill_amt5,num_num,monotonic,spearmanr,0.0591035590978375,rho,1.0178866198820329e-17,21000,,1.377140721016868e-17,True
education,bill_amt6,num_num,monotonic,spearmanr,0.0534621935510283,rho,9.010726333868884e-15,21000,,1.1842668895941961e-14,True
education,pay_amt1,num_num,monotonic,spearmanr,-0.045146006924951,rho,5.940565017001651e-11,21000,,7.352448182477379e-11,True
education,pay_amt2,num_num,monotonic,spearmanr,-0.0482629416143029,rho,2.6033575898172077e-12,21000,,3.326512475877543e-12,True
education,pay_amt3,num_num,monotonic,spearmanr,-0.0473846704480247,rho,6.413833829292808e-12,21000,,8.083187839656691e-12,True
education,pay_amt4,num_num,monotonic,spearmanr,-0.0444355299621864,rho,1.1781714205545432e-10,21000,,1.4516755003261335e-10,True
education,pay_amt5,num_num,monotonic,spearmanr,-0.0535131039693277,rho,8.500712157287331e-15,21000,,1.1225820839288534e-14,True
education,pay_amt6,num_num,monotonic,spearmanr,-0.0594290838803925,rho,6.7424653602991694e-18,21000,,9.16709576080084e-18,True
marriage,age,num_num,linear,pearsonr,-0.417448010767754,r,0.0,21000,,0.0,True
marriage,pay_0,num_num,monotonic,spearmanr,0.0250579631428237,rho,0.0002816717955473,21000,,0.0003212455188886562,True
marriage,pay_2,num_num,monotonic,spearmanr,0.0382059777900389,rho,3.0548361308113485e-08,21000,,3.649934078372001e-08,True
marriage,pay_3,num_num,monotonic,spearmanr,0.0417271364185278,rho,1.4564723294109995e-09,21000,,1.7630980829712098e-09,True
marriage,pay_4,num_num,monotonic,spearmanr,0.0441752754630451,rho,1.5101056208261762e-10,21000,,1.8523962282134428e-10,True
marriage,pay_5,num_num,monotonic,spearmanr,0.0524065124250602,rho,2.979785152929923e-14,21000,,3.897728446486534e-14,True
marriage,pay_6,num_num,monotonic,spearmanr,0.0482799989900441,rho,2.5577602568659658e-12,21000,,3.2834503762558443e-12,True
marriage,bill_amt1,num_num,monotonic,spearmanr,-0.0022102542634664,rho,0.7487579038597035,21000,,0.7711088860644708,False
